Strain,Type,Rating,Effects,Flavor,Breeders,LOCATION
Mc1,hybrid,0,"Hungry,Aroused,Tingly,Uplifted,Creative","Diesel,Spicy/Herbal,Sweet",TGA Subcool Genetics,"Seattle, Washington"
Mean-Misty,hybrid,4.2,"Relaxed,Uplifted,Talkative,Tingly,Energetic","Flowery,Sweet",,
Medibud,hybrid,4.5,"Uplifted,Relaxed,Euphoric,Happy,Focused","Sweet,Earthy,Skunk",,
Medicine-Man,hybrid,4.4,"Relaxed,Uplifted,Sleepy,Happy,Euphoric","Berry,Woody,Earthy",Unknown,
Medicine-Woman,hybrid,4.6,"Uplifted,Happy,Relaxed,Euphoric,Creative","Earthy,Citrus,Diesel",David Verstoppen,Oregon
Medihaze,sativa,4.6,"Relaxed,Happy,Focused,Uplifted,Energetic","Earthy,Sweet,Spicy/Herbal",CBD Crew,
Medusa,hybrid,4.1,"Relaxed,Happy,Euphoric,Creative,Uplifted","Earthy,Blueberry,Pungent",Nirvana Seeds,"Amsterdam, Netherlands"
Mega-Jackpot,hybrid,4,"Relaxed,Happy,Uplifted,Euphoric,Hungry","Berry,Strawberry,Grape",Unknown,
Megalodon,sativa,4.4,"Uplifted,Happy,Hungry,Creative,Euphoric","Skunk,Pungent,Earthy",,
Mekamika-Haze,sativa,5,"Uplifted,Creative,Energetic,Euphoric,Focused","Pineapple,Mango,Flowery",,
Melon-Gum,hybrid,4.3,"Happy,Relaxed,Creative,Euphoric,Focused","Sweet,Lavender,Flowery",,
Memory-Loss,sativa,4.6,"Creative,Uplifted,Happy,Euphoric,Talkative","Earthy,Sweet,Woody",Archive Seeds Bank,"Seattle, Washington"
Mendo-Afgoo,indica,5,"Sleepy,Hungry,Relaxed,Uplifted,Euphoric","Earthy,Pungent,Skunk",,
Mendo-Breath,indica,4.8,"Relaxed,Euphoric,Sleepy,Happy,Uplifted","Earthy,Pungent,Sweet",,
Mendocino-Madness,hybrid,4,"Dry,Mouth","Earthy,Chestnut",THSeeds,"Amsterdam, Netherlands"
Mendocino-Purps,hybrid,4.3,"Relaxed,Happy,Euphoric,Tingly,Hungry","Earthy,Grape,Flowery",,
Mercury-Og,indica,4.4,"Relaxed,Sleepy,Euphoric,Happy,Hungry","Pungent,Earthy,Woody",,
Merlot-Og,indica,4.9,"Relaxed,Happy,Uplifted,Euphoric,Tingly","Butter,Flowery,Earthy",Ocean Grown Seeds,
Mexican,sativa,3.4,"Uplifted,Euphoric,Giggly,Energetic,Talkative","Earthy,Woody,Diesel",,
Mexican-Sativa,sativa,3.3,"Happy,Uplifted,Energetic,Hungry,Focused","Woody,Earthy,Nutty",,
Michael-Phelps-Og,hybrid,4.4,"Relaxed,Hungry,Sleepy,Creative,Talkative","Pine,Pear,Earthy",,
Mickey-Kush,sativa,4.6,"Uplifted,Happy,Focused,Relaxed,Euphoric","Earthy,Sweet,Tree,Fruit",,
Middlefork,hybrid,4.6,"Creative,Happy,Uplifted,Focused,Euphoric","Earthy,Blueberry,Tar",Dutch Treat,Washington State
Middlefork-X-Pineapple-Express,sativa,4.9,"Happy,Euphoric,Giggly,Uplifted,Relaxed","Pineapple,Sweet,Grape",,Washington
Midnight,hybrid,4.4,"Happy,Uplifted,Euphoric,Relaxed,Creative","Earthy,Pungent,Lavender",Unknown,
Milf,hybrid,4.4,"Happy,Euphoric,Uplifted,Giggly,Relaxed","Earthy,Sweet,Sage",Mother Chucker’s Seeds,
Milky-Way,indica,4.7,"Relaxed,Happy,Euphoric,Energetic,Focused","Sweet,Menthol,Pepper",KiwiSeeds,
Millennium,hybrid,4.4,"Creative,Relaxed,Uplifted,Happy,Energetic","Blueberry,Earthy,Diesel",Unknown,
Mint-Chocolate-Chip,hybrid,4.6,"Relaxed,Happy,Tingly,Uplifted,Talkative","Minty,Earthy,Mint",,
Mission-Kush,hybrid,4,"Creative,Uplifted,Energetic,Euphoric,Happy",Pine,View Askew Farms,
Misty-Kush,indica,4.4,"Happy,Euphoric,Relaxed,Uplifted,Talkative","Sweet,Mango,Lemon",,
Misty-Morning,hybrid,4,"Sleepy,Euphoric,Relaxed","Spicy/Herbal,Pine",Colorado Seed Inc.,"Boulder, Colorado"
Mk-Ultra,indica,4.5,"Relaxed,Euphoric,Sleepy,Happy,Hungry","Earthy,Pungent,Woody",THSeeds,"Amsterdam, Netherlands"
Mob-Boss,hybrid,4.5,"Energetic,Happy,Euphoric,Uplifted,Relaxed","Earthy,Pine,Citrus",Grindhouse Madical Seeds,
Moby-Dick,sativa,4.3,"Uplifted,Euphoric,Happy,Relaxed,Energetic","Sweet,Citrus,Earthy",Dinafem Seeds,"Barcelona, Spain"
Mochi,hybrid,5,"Sleepy,Happy,Hungry,Relaxed,Tingly","Pungent,Minty,Flowery",Sherbinkski,
Molokai-Frost,indica,4.8,"Relaxed,Euphoric,Happy,Creative,Uplifted","Pungent,Woody,Chestnut",,
Molokai-Purpz,indica,5,"Aroused,Creative,Euphoric,Relaxed,Sleepy","Berry,Grape,Sweet",,Hawaaii
Money-Maker,indica,4.6,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy,Berry,Skunk",,
Monkey-Paw,hybrid,4.5,"Relaxed,Happy,Hungry,Uplifted,Euphoric","Grape,Berry,Spicy/Herbal",,Michigan
Monolith,indica,5,"Relaxed,Sleepy,Tingly,Euphoric,Focused","Pungent,Earthy,Pine",,
Monster-Cookies,indica,4.6,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Earthy,Grape,Pine",,
Monster-Og,hybrid,4.9,"Hungry,Relaxed,Happy,Tingly,Sleepy","Woody,Spicy/Herbal,Earthy",The Green Element,
Montana-Silvertip,hybrid,4.6,"Relaxed,Happy,Euphoric,Uplifted,Giggly","Earthy,Spicy/Herbal,Sweet",,
Moon-Cookies,hybrid,4.8,"Hungry,Focused,Euphoric,Happy,Relaxed","Spicy/Herbal,Minty,Flowery",,
Moondance,sativa,5,"Creative,Euphoric,Happy,Relaxed","Lavender,Pine",,
Moonshine-Haze,sativa,4.3,"Uplifted,Euphoric,Happy,Relaxed,Creative","Earthy,Citrus,Pine",Rare Dankness Seeds,Colorado
Moonwalker-Kush,hybrid,4.9,"Relaxed,Euphoric,Happy,Focused,Giggly","Earthy,Pine,Minty",,
Moose-And-Lobsta,sativa,4.9,"Happy,Uplifted,Euphoric,Energetic,Talkative","Citrus,Diesel,Pungent",,
Morning-Glory,hybrid,4.9,"Creative,Energetic,Happy,Aroused,Uplifted","Citrus,Pepper,Lime",Barney's Farm,"Amsterdam, Westmont, Illinois"
Morning-Star,hybrid,4.3,"Uplifted,Euphoric,Creative,Happy,Energetic","Orange,Berry,Blueberry",,
Mossad,indica,3.8,"Euphoric,Focused,Relaxed","Sweet,Lemon,Earthy",Terraform Genetics,
Mossimo-Og,indica,4.5,"Euphoric,Focused,Relaxed,Sleepy,Uplifted","Honey,Lemon,Pungent",,
Motavation,indica,3.9,"Relaxed,Creative,Sleepy,Giggly,Euphoric","Pungent,Sweet,Flowery",Magus Genetics,
Mother-Of-Berries,indica,4.6,"Relaxed,Happy,Creative,Sleepy,Tingly","Berry,Blueberry,Sweet",,
Mother-Tongue,sativa,4.4,"Happy,Creative,Euphoric,Giggly,Energetic","Earthy,Lemon,Sweet",Rare Dankness Seeds,Colorado
Mothers-Finest,sativa,4.4,"Aroused,Happy,Uplifted,Creative,Energetic","Lemon,Sweet,Pine",Sensi Seeds,"Amsterdam, Netherlands"
Mothers-Helper,hybrid,4.6,"Energetic,Uplifted,Happy,Focused,Creative","Earthy,Sweet,Citrus",,
Mothers-Milk,hybrid,4.4,"Relaxed,Happy,Sleepy,Euphoric,Uplifted","Earthy,Vanilla,Sweet",,
Mountain-Girl,hybrid,4.2,"Happy,Uplifted,Relaxed,Talkative,Creative","Earthy,Spicy/Herbal,Sage",Pilot Farm,Oregon
Mr-Nice,indica,4.2,"Relaxed,Happy,Hungry,Sleepy,Uplifted","Earthy,Sweet,Woody",,
Mr-Tusk,hybrid,4.3,"Happy,Talkative,Tingly,Euphoric,Relaxed","Citrus,Sweet,Berry",Kushman Veganics,
Ms-Universe,hybrid,4,"Euphoric,Happy,Talkative,Uplifted,Giggly","Sweet,Berry,Pineapple",Dynasty Seeds,
Mt-Cook,indica,5,"Euphoric,Focused,Happy,Relaxed,Aroused","Ammonia,Diesel,Spicy/Herbal",KiwiSeeds,
Mt-Hood-Magic,hybrid,4.7,"Euphoric,Happy,Creative,Focused,Uplifted","Earthy,Sweet,Citrus",,
Mt-Rainier,hybrid,4.8,"Happy,Uplifted,Relaxed,Aroused,Tingly","Earthy,Woody,Sweet",RedEyed Genetics,
Mud-Bite,indica,5,"Euphoric,Relaxed,Sleepy,Uplifted,Giggly",,,
Murkle,indica,2,Giggly,None,OBCoul,
Narnia,sativa,4.8,"Happy,Creative,Euphoric,Uplifted,Energetic","Sweet,Citrus,Spicy/Herbal",Soulshine Cannabis,
Nebula,hybrid,4.4,"Uplifted,Happy,Euphoric,Energetic,Creative","Earthy,Honey,Pungent",Paradise Seeds,"Amsterdam, Netherlands"
Nebula-Ii-Cbd,hybrid,4.4,"Focused,Uplifted,Talkative,Creative,Euphoric","Earthy,Spicy/Herbal,Woody",Paradise Seeds,"Amsterdam, Netherlands"
Negra-44,indica,5,"Creative,Energetic,Relaxed,Hungry,Talkative","Sweet,Earthy,Citrus",R-Kiem Seeds,Spain
Nepalese,sativa,4.4,"Happy,Uplifted,Hungry,Euphoric,Creative","Earthy,Grapefruit,Sweet",,
Nepalese-Jam,hybrid,4,None,None,Ace Seeds,"Valencia, Spain"
Neptune-Kush,indica,4.3,"Relaxed,Uplifted,Happy,Hungry,Sleepy","Citrus,Pine,Honey",,
Neptune-Og,indica,4.4,"Sleepy,Focused,Happy,Hungry,Relaxed","Pungent,Tree,Fruit,Earthy",,
Nevilles-Haze,sativa,4.2,"Uplifted,Giggly,Euphoric,Talkative,Relaxed","Sweet,Earthy,Diesel",,
Nevils-Wreck,sativa,4.4,"Uplifted,Creative,Euphoric,Happy,Aroused","Earthy,Sage,Pine",Rare Dankness Seeds,Colorado
Nexus-Og,indica,4.8,"Relaxed,Euphoric,Happy,Aroused,Sleepy","Sweet,Berry,Earthy",,
Nice-Cherry,indica,4.6,"Happy,Talkative,Uplifted,Relaxed,Hungry","Sweet,Berry,Pungent",,
Nicole-Kush,indica,4.9,"Relaxed,Euphoric,Uplifted,Happy,Tingly","Pungent,Sweet,Woody",,
Night-Nurse,indica,4.6,"Relaxed,Sleepy,Happy,Hungry,Euphoric","Sweet,Earthy,Diesel",Reeferman Seeds,Mexico
Night-Terror-Og,indica,4.6,"Relaxed,Sleepy,Happy,Tingly,Euphoric","Earthy,Berry,Grape",,
Night-Train,indica,3.9,"Relaxed,Sleepy,Tingly,Euphoric,Uplifted","Pepper,Pungent,Chemical",Elemental Seeds,California
Nightfire-Og,sativa,4.3,"Euphoric,Uplifted,Tingly,Talkative,Energetic","Citrus,Pine,Earthy",SinCity Seeds ,"Las Vegas, Nevada"
Nightmare-Cookies,hybrid,4.7,"Relaxed,Euphoric,Happy,Creative,Uplifted","Sweet,Pine,Woody",,
Nina-Limone,sativa,5,"Euphoric,Happy,Energetic,Talkative,Uplifted","Lemon,Sweet,Citrus",Colorado Seed Inc.,"Boulder, Colorado"
Ninja-Fruit,hybrid,4.5,"Happy,Relaxed,Sleepy,Uplifted,Aroused","Grape,Citrus,Sweet",Ocean Grown Seeds,
Nl5-Haze-Mist,sativa,4.3,"Happy,Euphoric,Relaxed,Uplifted,Creative","Earthy,Sweet,Tropical",Green House Seeds,"Amsterdam, Netherlands"
Nordle,indica,4.4,"Relaxed,Happy,Creative,Uplifted,Focused","Sweet,Citrus,Pungent",,
North-American,indica,4.7,"Relaxed,Focused,Sleepy,Uplifted,Giggly","Earthy,Woody,Spicy/Herbal",,
North-American-Sativa,sativa,4.8,"Uplifted,Euphoric,Focused,Happy,Relaxed","Earthy,Pungent,Skunk",,
North-Indian,indica,4,"Uplifted,Happy,Hungry,Aroused,Sleepy","Tropical,Earthy,Woody",,
Northern-Cross,hybrid,4,"Uplifted,Creative,Energetic,Euphoric,Focused","Sweet,Flowery,Tea",,
Northern-Lights,indica,4.4,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy,Sweet,Pine",,
Northern-Lights--5,indica,4.4,"Happy,Uplifted,Relaxed,Euphoric,Focused","Pine,Sweet,Citrus",,
Northern-Lights-5-X-Haze,sativa,4.4,"Happy,Talkative,Relaxed,Uplifted,Energetic","Earthy,Flowery,Sweet",Sensi Seeds,"Amsterdam, Netherlands"
Northern-Skunk,hybrid,4.5,"Happy,Relaxed,Euphoric,Uplifted,Hungry","Skunk,Earthy,Pungent",,
Northern-Wreck,indica,4.8,"Relaxed,Euphoric,Happy,Tingly,Creative","Earthy,Woody,Citrus",,
Northernberry,indica,4.6,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Earthy,Berry,Sweet",,
Northwest-Pineapple,hybrid,5,"Uplifted,Euphoric,Happy,Relaxed","Sweet,Pineapple",Unknown,
Nova,indica,4.9,"Happy,Creative,Euphoric,Relaxed,Uplifted","Berry,Earthy,Woody",,
Nuclear-Cookies,hybrid,4.7,None,None,Arizona Natural sections,
Nuggetry-Og,indica,3.9,"Creative,Euphoric,Sleepy,Giggly,Happy","Earthy,Pungent",Nuggetry OG,
Nuken,indica,4.5,"Relaxed,Happy,Uplifted,Sleepy,Euphoric","Sweet,Earthy,Woody",Unknown,Canada
Nurse-Jackie,sativa,4.4,"Euphoric,Relaxed,Uplifted,Happy,Energetic","Lemon,Pine,Menthol",,
Ny-47,hybrid,4.2,"Hungry,Euphoric,Uplifted,Energetic,Relaxed","Diesel,Citrus,Grapefruit",,
Ny-Cheese,hybrid,4.3,"Hungry,Happy,Creative,Uplifted,Energetic","Earthy,Woody,Cheese",,
Nyc-Diesel,hybrid,4.2,"Happy,Uplifted,Relaxed,Energetic,Euphoric","Diesel,Earthy,Pungent",Soma Sacred Seeds,"Amsterdam, Netherlands"
Nypd,sativa,4.2,"Uplifted,Happy,Relaxed,Giggly,Focused","Flowery,Pine,Earthy",Nirvana Seeds,"Amsterdam, Netherlands"
Obama-Kush,indica,4.4,"Relaxed,Happy,Euphoric,Uplifted,Creative","Earthy,Sweet,Pungent",,
Oca-Gold,indica,4.8,"Sleepy,Relaxed,Tingly,Euphoric,Happy","Spicy/Herbal,Sweet,Flowery",Oregon Cannabis Authority,
Ocas-Cloud-9,hybrid,4.8,"Energetic,Happy,Uplifted,Euphoric,Talkative","Citrus,Flowery,Tea",,
Ocd,sativa,4.5,"Energetic,Creative,Aroused,Uplifted,Euphoric",Tar,,"Seattle, Washington"
Odyssey,hybrid,4.3,"Focused,Relaxed,Happy,Uplifted,Tingly","Sweet,Skunk,Flowery",,
Og-1-Kenobi,indica,0,None,None,,
Og-18,hybrid,4.6,"Relaxed,Sleepy,Happy,Hungry,Euphoric","Earthy,Pine,Diesel",DNA Genetics,"Amsterdam,Canada, California"
Og-Cheese,hybrid,4.4,"Relaxed,Creative,Happy,Sleepy,Uplifted","Cheese,Citrus,Earthy",Green Label Seeds,
Og-Chem,hybrid,4.5,"Happy,Euphoric,Relaxed,Uplifted,Energetic","Pine,Pungent,Earthy",,
Og-Diesel-Kush,hybrid,4.4,"Happy,Relaxed,Creative,Euphoric,Hungry","Skunk,Pine,Pungent",,
Og-Eddy-Lepp,indica,4,"Happy,Sleepy,Hungry,Talkative,Tingly",Tropical,,
Og-Glue-Sniffer,hybrid,5,"Sleepy,Uplifted,Relaxed",Pungent,Matanuska Thunder Seeds,
Og-Kush,hybrid,4.3,"Relaxed,Happy,Euphoric,Uplifted,Sleepy","Earthy,Pine,Woody",Imperial Genetics,
Og-La-Affie,indica,4.8,"Relaxed,Happy,Uplifted,Focused,Creative","Earthy,Pepper,Woody",DNA Genetics,"Amsterdam,Canada, California"
Og-Los-Angeles-Kush,indica,4.7,"Sleepy,Relaxed,Hungry,Euphoric,Focused","Earthy,Citrus",Los Angeles Kush,Southern California
Og-Poison,hybrid,4.3,"Relaxed,Sleepy,Euphoric,Hungry,Focused","Earthy,Diesel,Sweet",,
Og-Ringo,hybrid,4.5,"Happy,Relaxed,Uplifted,Hungry,Euphoric","Lemon,Sweet,Pine",SoHum Seeds,
Og-Shark,hybrid,4.5,"Relaxed,Uplifted,Happy,Euphoric,Tingly","Earthy,Chemical,Woody",,
Og-Skunk,hybrid,4.8,"Happy,Euphoric,Creative,Relaxed,Uplifted","Skunk,Woody,Pine",DNA Genetics,"Amsterdam,Canada, California"
Og-Sour-Diesel,hybrid,3.5,"Happy,Relaxed,Energetic,Giggly,Talkative","Diesel,Citrus,Lemon",The Cali Connection,
Og-Strawberry,hybrid,4.4,"Happy,Creative,Uplifted,Euphoric,Relaxed","Strawberry,Sweet,Earthy",HappyDays Farms,
Og-Tonic,hybrid,4.5,"Aroused,Energetic,Euphoric,Happy","Earthy,Pungent,Woody",,
Og-Wreck,hybrid,4.3,"Focused,Euphoric,Uplifted,Happy,Tingly","Sweet,Earthy,Pungent",,
Ogezus,indica,4.5,"Relaxed,Euphoric,Happy,Creative,Energetic","Sweet,Citrus,Lemon",,
Ogiesel,hybrid,4.2,"Euphoric,Energetic,Creative,Relaxed,Happy","Earthy,Pine,Diesel",,
Ogre,hybrid,4.1,"Relaxed,Happy,Euphoric,Uplifted,Aroused","Skunk,Pungent,Earthy",,
Ogre-Berry,indica,4.3,"Happy,Relaxed,Focused,Sleepy,Giggly","Blueberry,Berry,Earthy",HappyDay Farms,
Ogs-Pearl,indica,4.2,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Earthy,Pungent,Sweet",Nine Point Growth Industries,Washington
Old-Lyme-Connecticut-Og,hybrid,4.5,"Energetic,Happy,Talkative,Uplifted,Euphoric","Tree,Fruit,Pungent,Pine",,
Old-Mother-Sativa,sativa,4,None,,,
Old-School-Og,hybrid,3.8,"Sleepy,Relaxed,Tingly,Happy,Euphoric","Pungent,Skunk,Earthy",,
Old-Toby,hybrid,4.2,"Creative,Energetic,Happy,Euphoric,Relaxed","Lime,Pine,Spicy/Herbal",Matthew Gordon,
Oldtimers-Haze,sativa,5,"Tingly,Uplifted,Energetic","Citrus,Pine",Ace Seeds,"Valencia, Spain"
Omega,hybrid,4.8,"Euphoric,Happy,Tingly,Relaxed,Uplifted","Menthol,Spicy/Herbal,Sweet",Rogue Buds,
Omega-Dawg,hybrid,4.4,"Uplifted,Euphoric,Relaxed,Happy,Tingly","Diesel,Sweet,Earthy",AlphaKronic Genes,
One-To-One,hybrid,4.7,"Focused,Hungry,Relaxed,Creative,Energetic","Earthy,Woody,Pepper",CBD Seeds,
Opal-Og-Kush,indica,4.5,"Relaxed,Euphoric,Aroused,Sleepy,Tingly","Strawberry,Earthy,Lavender",Nine Point Growth Industries,Washington
Opium,hybrid,4.8,"Happy,Relaxed,Euphoric,Uplifted,Giggly","Earthy,Citrus,Flowery",Paradise Seeds,"Amsterdam, Netherlands"
Or,hybrid,4.4,"Hungry,Happy,Relaxed,Euphoric,Sleepy","Earthy,Flowery,Woody",Tikum Olam,Alaska
Orange-Afghani,indica,4.5,"Hungry,Relaxed,Sleepy,Creative,Uplifted","Orange,Citrus,Earthy",Bedford Grow,
Orange-Blossom,hybrid,4.6,"Uplifted,Euphoric,Happy,Talkative,Creative","Orange,Citrus,Pine",Falcanna,
Orange-Bud,hybrid,4.3,"Happy,Euphoric,Energetic,Relaxed,Uplifted","Orange,Citrus,Pungent",Dutch Passion Seed Company,Amsterdam
Orange-Cookies,hybrid,4.6,"Relaxed,Happy,Uplifted,Euphoric,Creative","Citrus,Orange,Sweet",Franchise Genetics,
Orange-Creamsicle,hybrid,4.8,"Relaxed,Happy,Euphoric,Uplifted,Focused","Citrus,Orange,Sweet",,
Orange-Crush,hybrid,4.2,"Uplifted,Happy,Relaxed,Energetic,Creative","Citrus,Orange,Sweet",,
Orange-Diesel,hybrid,4.4,"Relaxed,Focused,Talkative,Energetic,Euphoric","Citrus,Orange,Diesel",,
Orange-Dream,hybrid,4.1,"Happy,Euphoric,Creative,Uplifted,Relaxed","Tropical,Orange,Citrus",,
Orange-Durban,sativa,4.8,"Energetic,Talkative,Uplifted,Focused,Creative","Orange,Sweet,Citrus",,
Orange-Haze,hybrid,4.4,"Happy,Uplifted,Euphoric,Relaxed,Energetic","Orange,Sweet,Citrus",Green Devil Genetics,
Orange-Hill-Special,hybrid,4.9,"Happy,Relaxed,Sleepy,Euphoric,Focused","Orange,Citrus,Sweet",Dutch Passion Seed Company,Amsterdam
Orange-Juice,hybrid,4.4,"Relaxed,Euphoric,Uplifted,Happy,Creative","Citrus,Orange,Sweet",Gage Green Genetics,
Orange-Kush,indica,4.1,"Relaxed,Happy,Euphoric,Sleepy,Hungry","Orange,Citrus,Sweet",Green Devil Genetics,
Orange-Kush-Breath,hybrid,0,None,None,Gabriel Cannabis,
Orange-Romulan,indica,4,"Euphoric,Relaxed,Tingly,Giggly,Happy","Citrus,Orange,Lime",,
Orange-Skunk,hybrid,4.1,"Happy,Relaxed,Uplifted,Hungry,Tingly","Citrus,Orange,Earthy",,
Orange-Turbo,hybrid,4.3,"Happy,Creative,Relaxed,Sleepy,Hungry","Citrus,Orange,Sweet",MTG Seeds,
Orange-Velvet,hybrid,4.3,"Uplifted,Relaxed,Happy,Euphoric,Focused","Orange,Citrus,Sweet",Unknown,Pacific Northwest
Orange-Wreck,sativa,3,"Uplifted,Creative,Energetic,Euphoric,Focused","Orange,Citrus,Pine",,
Oregon-Diesel,indica,4.5,"Relaxed,Happy,Sleepy,Tingly,Euphoric","Diesel,Earthy,Pine",Homegrown Natural Wonders,Oregon
Oregon-Pineapple,hybrid,4.2,"Happy,Giggly,Uplifted,Relaxed,Creative","Pineapple,Sweet,Cheese",,
Oregon-Pinot-Noir,sativa,4.6,"Relaxed,Euphoric,Sleepy,Focused,Tingly","Grape,Sweet,Diesel",,
Organic-Diesel,hybrid,4.5,"Uplifted,Happy,Talkative,Energetic,Focused","Diesel,Pungent,Tobacco",,
Orient-Express,hybrid,4.5,"Uplifted,Euphoric,Happy,Hungry,Relaxed",,Ace Seeds,"Valencia, Spain"
Ortega,indica,4.8,"Relaxed,Giggly,Uplifted,Euphoric,Sleepy","Spicy/Herbal,Pepper,Earthy",Mr Nice Seeds ,
Oteils-Egyptian-Kush,hybrid,4.8,"Happy,Hungry,Relaxed,Focused,Creative","Earthy,Pungent,Woody","T-Dogg Gardens, and Oteil Burbridge",
Outer-Space,sativa,4.7,"Uplifted,Creative,Euphoric,Energetic,Happy","Sweet,Citrus,Berry",,
Outlaw,sativa,4.5,"Euphoric,Uplifted,Creative,Energetic,Focused","Earthy,Woody,Spicy/Herbal",Dutch Passion Seed Company,Amsterdam
P-51,indica,4.4,"Happy,Giggly,Tingly,Uplifted,Relaxed","Earthy,Spicy/Herbal,Sweet",Clint Pipkin,
P-91,hybrid,4.5,"Euphoric,Happy,Relaxed,Creative,Energetic","Sweet,Chemical,Citrus",,
Pacific-Blue,indica,5,"Tingly,Relaxed,Sleepy,Uplifted,Creative","Flowery,Earthy,Sweet",Falcanna,
Pagoda,sativa,5,"Uplifted,Happy,Relaxed,Talkative,Energetic","Citrus,Grapefruit,Tropical",,
Pakistan-Valley-Kush,indica,5,"Relaxed,Happy,Sleepy,Euphoric,Uplifted","Pine,Sweet,Earthy",,
Pakistani-Chitral-Kush,indica,4.7,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Earthy,Sweet,Berry",,
Pamelina,indica,4.8,"Euphoric,Relaxed,Happy,Sleepy,Uplifted","Chemical,Sage,Flowery",Rare Dankness Seeds,Colorado
Panama-Punch,sativa,4.9,"Happy,Energetic,Uplifted,Focused,Tingly","Orange,Tropical,Berry",,
Panama-Red,sativa,4.3,"Happy,Hungry,Uplifted,Energetic,Focused","Earthy,Spicy/Herbal,Skunk",,
Panda-Og,hybrid,4.4,"Relaxed,Euphoric,Happy,Focused,Uplifted","Earthy,Berry,Chemical",Grow Op Farms’,
Pandoras-Box,sativa,4.3,"Euphoric,Energetic,Uplifted,Happy,Focused","Spicy/Herbal,Citrus,Flowery",,
Papas-Og,indica,4.7,"Relaxed,Focused,Happy,Giggly,Sleepy","Earthy,Pungent,Sweet",Arizona Organix,"Glendale, Arizona"
Papaya,indica,4.2,"Relaxed,Sleepy,Happy,Euphoric,Hungry","Tropical,Sweet,Tree,Fruit",Nirvana Seeds,"Amsterdam, Netherlands"
Paris-Og,indica,4.6,"Relaxed,Happy,Sleepy,Euphoric,Uplifted","Earthy,Lemon,Pine",,
Paris-Xxx,indica,4.5,"Creative,Aroused,Uplifted,Energetic,Euphoric","Sweet,Pungent,Nutty",,
Patti-Cake,hybrid,0,None,None,Potbox,
Peaches-And-Cream,hybrid,4.7,"Euphoric,Relaxed,Focused,Creative,Hungry","Peach,Sweet,Vanilla",,
Pearl-Scout-Cookies,hybrid,4.7,"Uplifted,Happy,Giggly,Relaxed,Focused","Sweet,Citrus,Lemon",Fireline,Washington State
Peles-Fire-Og,hybrid,5,"Aroused,Uplifted,Energetic,Sleepy,Tingly","Diesel,Earthy,Pungent",Pua Mana 1st Hawaiian Pakal_l_ Seed Bank,Hawaii
Pennywise,indica,4.5,"Relaxed,Happy,Uplifted,Sleepy,Focused","Earthy,Woody,Sweet",,
Peppermint-Cookies,hybrid,4.7,"Relaxed,Euphoric,Uplifted,Focused,Creative","Sweet,Mint,Pine",Goldleaf Gardens,Washington
Permafrost,hybrid,4.2,"Focused,Happy,Relaxed,Talkative,Euphoric","Woody,Earthy,Pine",Rogue Buds,
Pestilence,indica,0,None,None,,
Petrolia-Headstash,indica,4.6,"Relaxed,Euphoric,Uplifted,Happy,Aroused","Pungent,Violet,Woody",Reeferman Seeds,Mexico
Peyote-Cookies,indica,4.9,"Happy,Euphoric,Creative,Relaxed,Hungry","Sweet,Nutty,Coffee",Barney's Farm,"Amsterdam, Westmont, Illinois"
Peyton-Manning,hybrid,0,None,,,
Pez,indica,4.3,"Euphoric,Sleepy,Giggly,Relaxed,Energetic","Pine,Sweet,Earthy",,
Phantom-Arrow,indica,5,"Happy,Relaxed,Tingly,Euphoric,Focused","Tree,Fruit,Menthol,Flowery",Cereal Killer Genetics,
Phantom-Cookies,hybrid,4.6,"Happy,Relaxed,Uplifted,Creative,Energetic","Berry,Grape,Mango",Unknown,California
Phantom-Og,indica,4.4,"Relaxed,Sleepy,Euphoric,Happy,Focused","Pungent,Earthy,Sweet",,
Phatt-Frutty,indica,4.5,"Uplifted,Happy,Relaxed,Talkative,Creative","Lemon,Spicy/Herbal,Lime",Barney's Farm,"Amsterdam, Westmont, Illinois"
Phishhead-Kush,indica,5,"Giggly,Happy,Talkative,Tingly,Uplifted","Sweet,Berry",The Clinic In Colorado,
Pia-Collision,sativa,0,None,None,,
Pie-Face-Og,hybrid,4.5,"Relaxed,Euphoric,Giggly,Happy,Tingly","Earthy,Sweet,Tropical",Archive Seeds Bank,"Seattle, Washington"
Pine-Cone,hybrid,4.5,"Creative,Uplifted,Energetic,Euphoric,Focused","Pine,Earthy,Woody",Glen's Plant Farm,
Pine-Queen-Dream,hybrid,4.7,"Aroused,Uplifted,Euphoric,Focused,Happy","Earthy,Woody,Pine",Piranha Seeds,
Pine-Tar-Kush,indica,4.5,"Relaxed,Happy,Uplifted,Euphoric,Hungry","Pine,Woody,Earthy",,_Pakistan
Pineapple,hybrid,4.2,"Happy,Uplifted,Euphoric,Relaxed,Energetic","Pineapple,Tropical,Sweet",Unknown,
Pineapple-Calyx,hybrid,0,None,None,Calyx Garden,"Humboldt, California"
